SA2_MAINCODE_2016,Train_M,Train_F,Train_P,Bus_M,Bus_F,Bus_P,Ferry_M,Ferry_F,Ferry_P,Tram_M,Tram_F,Tram_P,Taxi_M,Taxi_F,Taxi_P,Car_Driver_M,Car_Driver_F,Car_Driver_P,Car_Pass_M,Car_Pass_F,Car_Pass_P,Truck_M,Truck_F,Truck_P,Mbike_M,Mbike_F,Mbike_P,Bike_M,Bike_F,Bike_P,Other_M,Other_F,Other_P,Walk_M,Walk_F,Walk_P,Tot_M,Tot_F,Tot_P
211031266,416,322,733,49,54,99,0,0,0,0,3,3,4,3,11,2796,2319,5116,139,187,319,37,0,39,29,4,35,20,10,25,20,7,28,84,86,171,3596,2977,6576
211031267,571,410,982,40,30,65,0,0,0,0,0,0,10,3,16,3403,2871,6272,149,206,349,46,0,48,22,4,23,36,11,51,18,4,25,83,83,168,4384,3616,7997
211031268,149,82,231,19,24,38,0,0,0,0,0,0,0,0,0,1738,1480,3215,56,102,161,26,3,24,20,0,20,17,0,14,9,0,10,23,17,41,2050,1713,3760
211031450,240,209,453,34,29,58,4,3,8,0,0,0,7,4,11,2601,2390,4997,132,132,265,44,0,44,19,0,20,18,3,25,24,5,27,46,40,86,3168,2823,5991
211031451,215,173,388,27,27,58,0,0,0,0,0,0,6,3,14,2145,1933,4081,116,138,255,33,0,34,15,0,16,16,0,22,15,3,18,41,38,77,2630,2328,4961
211031452,44,59,105,5,4,6,0,0,0,0,3,3,0,0,0,892,751,1643,34,33,68,18,0,18,3,0,3,8,0,7,7,0,6,9,4,19,1022,864,1879
211041269,171,128,298,37,38,79,0,0,0,3,3,7,4,3,7,1601,1322,2926,67,124,191,17,0,17,13,0,13,18,3,19,9,8,13,47,47,93,1983,1682,3661
211041270,675,510,1182,48,44,93,0,0,0,3,7,11,6,0,9,2476,2179,4655,99,162,263,30,3,26,32,3,32,44,14,55,17,20,28,62,68,130,3483,3009,6489
211041271,409,299,704,60,52,118,0,0,0,3,0,3,6,4,8,1784,1451,3240,82,126,212,30,0,30,15,3,20,28,10,39,9,9,15,39,43,84,2471,2001,4467
211041272,191,137,327,14,20,34,0,0,0,0,3,5,3,3,4,1679,1460,3135,70,100,166,16,0,16,11,0,12,14,3,19,17,3,16,24,26,50,2037,1746,3789
211041273,126,107,232,30,30,66,0,0,0,31,17,49,10,3,12,1858,1572,3432,69,154,220,28,0,28,11,0,12,27,0,28,19,7,23,30,27,54,2243,1915,4160
211051274,144,116,255,20,18,36,0,0,0,0,0,0,4,0,4,1892,1605,3496,73,83,151,51,0,51,25,0,27,13,0,13,15,9,25,46,38,87,2266,1874,4138
211051275,97,60,158,18,21,38,3,0,3,3,0,3,7,0,7,2006,1602,3605,113,96,204,39,0,39,10,0,15,6,0,6,10,0,12,16,22,38,2317,1800,4118
211051276,27,23,45,16,15,33,0,0,0,0,0,0,0,3,3,2313,1928,4238,123,107,228,84,0,88,12,0,16,17,4,21,18,11,29,82,83,167,2700,2168,4864
211051277,65,49,111,14,17,37,0,0,0,0,0,0,3,0,3,1674,1440,3119,97,58,157,44,0,44,15,0,16,10,3,15,12,3,13,29,26,56,1960,1603,3568
211051278,173,129,301,32,33,57,0,0,4,0,0,0,4,0,4,3566,3024,6589,174,195,365,101,4,104,16,0,16,13,3,17,20,3,30,73,64,136,4176,3453,7626
211051279,16,14,31,6,7,14,0,0,0,0,0,0,0,0,0,1063,817,1875,49,62,108,34,0,34,7,0,7,3,0,3,9,4,13,47,35,77,1224,933,2155
211051280,47,35,79,10,9,25,0,0,0,0,0,0,0,0,0,1329,1076,2403,77,69,148,31,0,31,7,0,7,3,0,8,5,6,10,12,16,31,1527,1213,2736
211051281,330,252,582,24,23,48,3,0,4,0,0,0,5,0,6,4314,3599,7912,216,220,439,86,3,90,27,0,28,13,3,13,22,12,26,36,34,70,5066,4147,9216
211051282,83,63,143,14,11,23,4,0,4,0,3,3,3,0,0,1733,1463,3196,53,93,150,29,0,29,22,3,25,13,0,11,9,16,31,40,36,77,2011,1690,3695
211051283,58,53,108,18,18,38,0,0,3,0,0,0,0,0,0,1988,1587,3578,107,93,203,79,0,76,11,0,11,8,3,6,3,7,11,28,28,49,2305,1781,4092
211051284,195,142,333,9,8,19,0,0,3,0,0,0,0,0,0,1866,1677,3543,69,89,155,31,0,35,21,0,19,18,0,14,10,3,17,30,36,62,2252,1958,4211
211051285,22,19,43,10,6,23,0,0,0,0,0,0,0,0,0,1547,1263,2809,88,60,147,88,0,88,5,0,9,0,0,0,8,4,11,40,35,80,1818,1389,3210
211051286,12,19,31,31,20,50,0,0,0,0,0,0,4,0,4,2873,2216,5088,139,110,248,99,0,95,20,0,20,8,7,12,27,18,38,76,63,132,3286,2448,5735
212011287,177,139,312,11,11,22,0,0,0,0,0,0,0,0,4,2720,2292,5012,157,153,313,64,0,64,7,0,10,5,4,9,17,12,31,43,30,72,3201,2648,5851
212011288,45,45,87,4,7,5,0,0,0,0,3,4,0,0,0,1562,1221,2784,65,70,132,99,5,104,14,0,13,4,3,3,10,9,18,54,40,96,1850,1395,3251
212011289,57,35,90,20,12,27,0,0,0,0,0,0,4,3,4,3672,2870,6550,155,159,309,117,3,116,23,0,22,5,4,6,24,17,41,71,63,136,4146,3162,7312
212011290,14,3,11,6,0,3,0,0,0,0,0,0,0,0,0,1351,1033,2383,77,58,139,72,3,80,15,0,14,3,4,9,4,6,16,46,46,90,1586,1167,2751
212011291,174,135,304,11,14,27,0,0,0,0,0,0,4,3,12,3484,2813,6296,206,179,382,84,0,88,34,3,37,8,3,9,19,11,32,34,26,60,4048,3196,7245
212011292,321,241,566,20,19,42,0,0,0,3,0,3,16,3,15,5028,3905,8931,288,277,566,87,3,91,35,3,43,25,8,34,37,21,60,49,79,124,5922,4553,10480
212021293,252,175,433,21,25,44,3,0,4,0,4,3,3,3,11,4220,3667,7888,195,232,429,84,3,87,28,0,29,15,3,14,23,14,31,49,54,100,4899,4181,9073
212021294,371,255,624,23,21,45,0,0,3,3,0,3,6,3,13,4999,3871,8867,263,336,596,74,3,77,29,5,34,10,0,6,42,25,65,28,47,75,5847,4564,10407
212021295,62,50,112,37,54,88,0,0,0,0,0,0,7,4,7,1813,872,2689,129,104,227,41,3,45,8,0,8,10,0,10,9,8,16,17,18,33,2135,1109,3244
212021297,104,123,230,19,27,42,3,0,3,0,0,0,12,4,8,1848,1276,3127,110,154,268,33,0,33,11,0,8,11,0,11,17,7,27,19,18,41,2187,1615,3799
212021299,40,40,79,3,7,11,0,0,0,0,0,0,0,0,0,1568,1218,2787,73,88,162,92,3,95,10,0,10,4,3,3,7,8,17,15,7,22,1806,1376,3181
212021453,77,50,129,13,16,32,0,0,0,0,0,0,5,4,11,2283,1745,4026,115,123,238,56,0,56,6,0,6,5,0,5,9,9,25,11,8,27,2588,1963,4554
212021454,109,96,205,11,25,32,0,0,0,0,0,0,10,0,10,2570,1938,4500,149,163,310,50,0,50,7,0,8,3,0,8,21,9,33,13,19,37,2938,2258,5198
212021455,130,80,208,11,28,37,0,0,0,0,0,0,4,4,6,2770,2105,4875,140,154,294,57,0,57,26,5,27,3,0,10,18,10,27,12,19,35,3174,2404,5577
212021456,173,142,317,28,38,63,4,0,4,0,0,0,9,4,8,2672,1860,4531,141,172,310,50,0,50,15,3,11,7,0,7,24,6,29,29,38,65,3144,2262,5403
212031300,158,178,339,23,32,52,0,0,0,0,0,0,14,0,14,3650,2546,6192,229,196,432,93,3,92,27,0,27,10,0,9,32,18,43,55,57,111,4291,3029,7320
212031301,296,279,577,32,37,62,3,0,3,0,0,0,16,0,21,4882,3609,8493,204,321,525,78,0,78,24,0,20,9,0,9,46,12,56,31,27,57,5623,4287,9910
212031302,236,169,404,20,33,51,0,3,3,0,0,0,8,3,12,3907,2889,6805,207,263,474,71,0,71,27,0,27,8,0,6,36,15,46,26,27,51,4551,3401,7956
212031303,37,25,62,6,3,9,0,0,0,0,0,0,3,0,3,1815,1442,3254,70,84,151,119,3,122,8,0,6,6,0,6,9,10,24,40,31,70,2105,1603,3710
212031304,149,145,291,17,18,35,0,0,3,0,0,0,13,6,17,3122,2172,5293,162,197,359,64,0,64,21,0,25,7,0,7,28,7,35,28,16,48,3612,2567,6183
212031305,210,203,414,56,82,137,0,0,0,0,0,0,17,4,19,4649,2867,7523,333,370,708,89,3,99,29,0,29,15,3,18,54,11,69,45,41,79,5497,3594,9095
212031306,311,291,607,14,17,31,0,0,0,3,3,5,13,3,15,2876,1972,4848,146,210,361,56,4,56,16,0,18,3,3,5,20,8,26,13,32,45,3478,2540,6019
212031308,13,13,25,5,4,7,0,0,0,0,0,0,0,0,3,1541,1286,2824,68,63,133,79,4,86,9,0,13,3,0,3,14,3,16,30,30,64,1767,1401,3167
212031457,105,94,207,25,24,49,0,0,0,0,0,0,3,0,3,2646,2116,4758,165,195,358,50,3,52,11,0,11,5,3,12,22,13,39,16,24,36,3046,2479,5529
212031458,154,129,284,23,38,64,0,0,3,0,0,0,13,3,12,3163,2339,5502,178,216,396,66,0,71,16,0,16,7,0,7,20,13,33,15,20,36,3663,2758,6428
212041309,206,164,366,48,41,89,0,0,0,0,0,0,6,3,10,1965,1464,3427,94,198,297,33,0,33,7,0,7,30,0,33,19,8,25,26,28,51,2447,1902,4347
212041310,386,311,692,40,60,94,0,0,0,0,3,3,19,4,21,1982,1204,3189,101,193,298,27,0,27,12,0,12,16,9,22,22,9,35,52,53,110,2664,1844,4501
212041311,351,248,600,185,189,375,3,0,8,0,0,0,23,15,34,5067,1985,7055,365,325,686,92,0,96,18,0,16,34,0,37,60,22,80,120,143,265,6315,2940,9255
212041312,161,131,291,66,80,143,0,0,0,0,3,3,13,6,17,3903,2560,6461,196,239,439,66,0,66,18,3,18,17,3,20,31,11,44,16,38,54,4490,3075,7561
212041313,82,56,141,22,33,54,0,0,0,0,0,0,3,0,3,1993,1656,3650,81,145,219,28,0,35,20,0,20,17,8,21,18,10,22,51,35,82,2317,1935,4246
212041314,289,254,551,52,69,126,0,0,0,0,0,3,10,3,14,4824,3641,8461,241,433,668,81,3,81,14,0,16,26,3,24,38,19,59,42,47,84,5622,4465,10092
212041316,60,69,126,15,27,45,0,0,0,0,0,0,5,0,10,1277,897,2177,64,84,147,25,0,25,7,0,7,8,0,8,17,3,21,13,14,22,1497,1090,2591
212041317,359,359,716,83,104,192,0,0,0,3,0,5,32,4,36,3258,1756,5012,183,338,520,71,0,70,18,0,16,30,4,32,43,18,63,94,88,185,4169,2676,6849
212041318,106,126,233,38,45,86,0,0,0,0,0,3,4,7,6,2111,1476,3586,158,209,371,43,0,47,4,0,5,9,0,11,18,5,22,21,24,42,2523,1896,4419
212041459,292,294,589,37,45,75,0,0,0,3,3,5,13,9,23,2235,1224,3452,104,166,264,26,3,33,9,0,9,13,4,17,25,8,34,33,16,51,2789,1771,4558
212041460,343,288,635,31,43,76,0,0,0,3,0,3,9,6,14,2888,1817,4706,187,262,449,42,0,40,12,0,12,6,3,10,36,13,43,26,48,77,3595,2481,6074
212051319,485,433,916,58,76,135,0,0,0,11,16,28,12,7,21,2776,2307,5083,121,215,334,25,0,25,39,0,38,71,15,84,26,11,42,72,59,133,3688,3139,6823
212051320,505,330,836,105,194,301,0,0,0,10,3,10,16,11,24,2371,1478,3845,116,210,325,23,0,23,22,5,26,71,15,88,33,10,39,348,312,661,3612,2566,6175
212051321,442,296,737,71,79,146,6,0,6,7,5,12,8,3,16,2981,2422,5401,153,251,401,22,0,22,20,0,20,43,3,43,39,20,59,77,88,160,3855,3168,7024
212051322,479,339,818,65,91,154,0,0,0,7,0,8,6,3,12,2772,2254,5022,125,236,362,19,0,19,23,0,27,34,8,38,22,11,34,88,114,207,3643,3063,6703
212051323,382,313,703,28,49,76,0,0,0,7,10,14,3,8,9,2289,1942,4235,95,176,266,18,0,18,11,0,18,53,7,54,16,11,23,39,46,84,2956,2551,5509
212051324,493,357,853,58,66,131,3,0,3,4,0,9,3,3,7,2761,2282,5043,117,185,300,31,0,31,22,0,27,65,20,83,20,15,34,58,69,132,3633,3005,6640
212051325,190,149,340,43,82,122,0,0,0,3,0,3,16,0,14,3477,2704,6184,132,209,340,57,0,54,21,3,21,19,4,22,23,15,40,41,38,76,4015,3205,7221
212051326,651,576,1225,94,136,231,4,0,4,3,0,3,14,9,15,3273,2533,5805,150,228,374,48,3,49,36,0,37,83,17,101,36,13,51,112,117,235,4506,3635,8139
212051327,192,127,311,38,48,86,3,0,3,3,3,5,7,4,7,3223,2748,5971,109,241,354,40,0,40,15,0,15,31,6,39,28,13,41,37,41,77,3730,3219,6947
213011328,241,223,459,13,21,38,0,0,0,0,0,0,6,3,9,1231,645,1874,95,70,165,18,0,18,16,0,16,17,3,18,6,0,11,15,18,33,1654,992,2642
213011329,134,179,309,13,15,25,0,0,0,0,0,0,10,0,12,1746,1199,2945,89,170,258,27,0,27,7,0,7,7,0,7,13,12,18,16,15,32,2054,1591,3640
213011330,314,368,679,47,61,113,0,3,3,0,12,10,24,9,35,4468,2882,7350,239,382,617,78,0,81,18,4,24,19,3,20,44,17,58,37,40,82,5287,3785,9073
213011331,89,126,213,11,19,22,0,0,0,0,0,0,8,0,13,1454,1032,2486,82,136,220,26,0,31,3,0,5,8,0,4,8,5,18,3,7,10,1696,1322,3020
213011332,166,140,306,12,10,22,0,0,0,0,5,5,14,5,19,2371,1795,4165,126,183,310,48,3,49,16,0,17,13,3,16,18,13,31,21,23,44,2799,2173,4976
213011333,109,140,248,21,18,45,4,0,3,0,0,0,8,0,10,2090,1312,3405,120,173,289,34,0,34,8,0,10,3,3,4,19,0,26,7,20,26,2427,1668,4101
213011334,356,399,760,23,25,47,0,0,0,0,5,4,14,9,20,2782,1570,4354,198,242,438,57,0,57,11,0,9,10,4,12,34,11,47,36,36,75,3526,2312,5837
213011335,365,440,799,19,41,61,0,0,0,0,3,3,31,0,33,2419,1300,3713,175,206,375,37,0,37,11,0,11,11,0,15,30,8,41,31,50,75,3115,2036,5156
213011336,291,268,554,45,55,104,0,0,0,0,0,0,23,3,22,1482,814,2291,73,110,187,13,0,13,15,0,18,29,11,40,15,11,24,33,57,82,2023,1322,3341
213011337,104,119,223,44,55,95,0,0,0,4,4,6,8,3,14,1783,1104,2883,94,186,286,28,3,29,17,0,17,13,6,16,15,10,23,33,26,56,2134,1504,3644
213011338,205,240,448,27,48,73,0,0,0,3,5,6,8,4,15,2887,1696,4588,185,261,443,34,3,35,16,0,20,28,7,37,17,8,24,33,40,71,3461,2310,5764
213011339,305,351,659,18,15,33,0,0,0,0,6,3,8,0,12,2145,1451,3600,112,137,248,39,0,35,13,4,13,4,0,6,14,9,26,20,32,47,2676,2011,4683
213011340,261,268,529,14,17,28,3,0,3,0,0,3,10,0,14,3699,2865,6561,165,225,393,54,0,56,12,0,12,24,4,23,25,9,32,16,39,59,4274,3433,7705
213021341,376,423,800,18,28,46,0,0,0,0,0,0,6,6,12,2039,1580,3619,88,116,204,27,0,28,24,3,25,50,6,57,23,13,28,57,62,119,2709,2237,4951
213021342,334,319,659,34,39,77,0,0,0,4,0,4,7,3,9,3386,2544,5930,157,212,372,43,3,47,29,3,34,34,10,45,22,20,41,24,39,68,4079,3194,7278
213021343,98,131,229,70,86,159,0,0,0,0,4,3,9,3,15,2203,1428,3634,105,134,241,38,0,34,33,5,35,42,6,47,15,6,23,41,38,84,2659,1846,4504
213021344,693,725,1412,21,17,40,3,4,4,0,4,3,11,6,17,2835,2379,5221,120,177,292,28,0,28,66,3,70,198,42,236,27,11,45,59,62,120,4053,3432,7486
213021345,74,80,160,3,7,13,0,0,0,0,0,0,4,0,3,909,691,1600,46,51,101,14,0,20,11,0,11,4,4,9,13,0,15,8,6,16,1088,848,1942
213021346,505,493,994,17,10,29,0,0,3,0,6,4,13,3,15,2253,1952,4203,77,156,238,12,0,12,21,4,28,126,40,165,23,17,41,99,137,234,3157,2818,5970
213031347,212,233,439,126,182,311,0,0,0,11,7,19,10,3,17,2819,1782,4601,156,249,406,33,0,36,51,7,58,72,22,95,29,12,38,64,71,138,3594,2562,6158
213031348,913,798,1709,119,156,275,3,4,7,19,37,54,21,6,30,1937,1191,3127,91,175,262,13,0,13,61,11,73,198,99,294,21,9,30,177,215,395,3568,2702,6270
213031349,118,156,271,18,23,46,0,0,0,97,160,260,3,6,9,2258,1650,3916,82,219,300,16,0,16,39,5,40,76,21,102,24,15,41,56,75,139,2788,2336,5122
213031350,506,497,1007,19,28,45,0,0,0,3,3,6,4,7,8,1227,1059,2279,40,90,138,11,0,11,21,4,29,165,66,229,16,4,21,89,91,179,2097,1849,3952
213031351,447,407,860,97,128,223,3,0,3,4,6,8,14,3,17,1647,1136,2782,72,134,203,18,0,18,39,11,54,153,37,193,11,10,25,58,76,130,2564,1951,4515
213031352,721,770,1489,16,30,52,4,0,3,3,6,9,22,6,23,2117,1857,3976,92,160,249,13,3,16,51,6,62,193,53,246,21,16,40,116,127,243,3363,3041,6408
213041353,188,216,409,9,26,32,0,0,0,3,0,3,3,0,5,3562,2890,6455,192,218,409,100,5,100,18,0,20,14,0,14,29,7,37,86,72,163,4208,3440,7650
213041355,273,266,542,15,29,43,3,0,3,3,3,6,11,7,18,4072,3168,7238,204,284,485,93,0,93,24,0,24,3,0,3,25,15,49,28,21,48,4767,3794,8560
213041356,109,144,255,17,24,45,0,0,0,0,3,3,0,0,7,3110,2265,5367,210,184,398,90,4,96,19,3,22,10,8,15,26,11,37,52,57,108,3650,2698,6353
213041357,286,286,565,25,26,53,0,0,0,0,3,3,7,6,12,3880,2735,6613,225,250,473,74,3,79,17,0,17,10,0,7,30,19,42,30,51,77,4578,3377,7952
213041358,155,174,327,13,32,48,4,0,4,0,0,0,3,0,4,3075,2375,5450,204,198,396,65,0,65,14,3,21,8,0,7,25,14,35,33,35,67,3605,2822,6425
213041359,3,11,21,0,4,4,0,0,0,0,0,0,0,0,0,282,188,469,18,23,42,24,0,24,3,0,3,0,0,0,0,3,4,15,7,20,354,235,582
213041360,240,319,565,31,17,43,0,0,3,0,3,3,18,0,18,3545,2514,6060,169,239,411,63,0,68,16,0,16,0,11,7,34,21,54,24,21,44,4144,3149,7294
213041461,41,45,78,10,18,32,0,0,0,0,0,0,9,0,13,840,588,1425,28,64,94,17,0,22,3,0,7,0,0,0,6,3,14,5,3,9,963,731,1692
213041462,103,86,189,6,10,17,0,0,0,0,3,0,4,0,6,1089,777,1866,46,87,138,19,0,19,3,0,3,0,0,3,12,4,17,10,7,16,1306,979,2285
213041463,202,218,421,32,51,78,0,0,4,0,4,4,13,0,12,3725,2820,6542,164,274,437,54,0,54,21,0,21,12,9,17,31,13,43,24,35,59,4278,3423,7699
213051361,232,220,450,20,27,44,0,0,0,0,0,0,11,0,12,3668,2614,6281,224,299,528,75,0,75,22,0,22,24,6,32,33,14,46,34,41,76,4351,3227,7578
213051362,322,299,626,14,34,50,3,0,3,8,0,4,13,10,21,3155,2242,5394,202,226,431,50,0,50,28,0,30,34,4,35,25,9,31,40,88,125,3901,2907,6804
213051363,388,323,710,21,14,35,0,0,0,0,0,0,11,9,15,1410,765,2168,116,142,253,14,0,14,20,0,20,14,3,14,17,15,31,28,22,44,2028,1282,3314
213051365,740,607,1345,27,67,97,0,0,0,3,12,9,57,7,71,6019,3842,9861,292,442,737,105,0,105,40,0,40,18,6,18,82,28,110,59,52,110,7446,5055,12508
213051366,580,483,1070,18,26,45,0,0,0,4,8,7,35,4,42,4066,2116,6186,193,315,512,47,0,47,31,0,30,20,0,20,46,22,63,31,21,54,5076,2999,8076
213051368,156,160,318,11,15,28,3,0,3,0,0,4,3,3,6,1975,1463,3439,109,130,240,34,0,34,19,0,16,14,0,14,16,10,30,77,66,145,2418,1855,4271
213051369,538,409,946,39,61,92,0,0,0,3,3,3,16,3,21,3898,2771,6666,189,256,450,50,0,50,26,5,30,14,3,12,30,22,50,31,45,77,4831,3568,8398
213051464,186,187,371,9,13,23,4,0,4,0,4,3,6,3,10,2272,1464,3733,115,197,313,25,0,24,21,4,22,25,0,20,17,14,30,19,9,34,2691,1883,4580
213051465,453,411,864,20,23,42,0,0,0,0,3,4,12,0,10,3981,2801,6786,193,370,569,42,3,48,47,0,49,40,4,50,43,15,63,48,66,115,4892,3707,8600
213051466,327,276,606,21,17,35,0,0,3,3,0,3,10,0,10,2426,1587,4015,118,250,361,20,0,20,38,0,38,16,8,22,30,17,40,32,27,54,3027,2182,5203
213051467,306,285,588,32,44,80,0,0,0,0,0,0,13,8,23,3129,2132,5255,196,239,436,54,0,54,16,4,18,24,6,26,23,16,43,38,51,90,3835,2778,6618
213051468,155,161,318,10,22,36,3,0,0,0,3,3,3,3,3,2301,1673,3980,135,117,253,48,0,49,14,5,19,9,3,11,11,3,18,15,23,32,2699,2011,4709
214011370,84,80,161,49,62,113,3,3,9,0,0,0,3,6,10,4123,3338,7457,251,218,462,54,3,59,32,8,40,17,0,19,29,9,40,37,55,95,4690,3782,8471
214011371,182,128,313,64,82,142,0,0,0,0,0,0,10,9,20,3661,3157,6818,222,228,452,54,3,54,28,3,35,42,17,58,25,12,44,138,163,306,4439,3801,8241
214011372,96,69,166,62,77,141,4,0,4,3,0,3,5,3,10,2913,2317,5229,201,179,378,52,0,49,34,3,42,30,5,36,24,6,34,57,54,108,3480,2717,6195
214011373,120,72,191,30,14,45,0,0,0,0,0,3,7,6,10,3323,2921,6237,171,219,390,45,0,45,18,0,18,13,0,13,33,14,39,46,43,88,3803,3282,7086
214011374,83,69,145,33,37,75,0,0,4,0,0,3,3,3,6,5064,4378,9443,295,253,547,144,10,152,32,0,31,14,9,20,33,12,48,50,55,113,5751,4824,10577
214011375,204,188,388,35,25,62,0,0,0,3,0,3,0,0,0,2888,2416,5300,129,140,265,47,0,47,26,5,30,31,6,32,21,14,34,33,51,85,3423,2839,6259
214011376,79,74,155,17,21,39,0,0,0,0,0,0,3,3,9,2813,2292,5104,122,158,278,36,0,36,23,0,23,8,0,12,21,6,33,14,27,40,3139,2580,5716
214021377,9,10,22,15,7,29,0,0,0,0,0,0,3,0,3,1829,1503,3331,64,96,167,42,0,40,7,0,7,9,0,7,12,19,31,27,42,69,2029,1684,3714
214021378,14,0,14,6,3,8,0,0,0,3,0,4,0,0,0,829,619,1442,29,39,75,15,0,15,4,0,4,0,0,0,15,6,15,82,44,126,996,714,1711
214021379,28,12,40,52,34,87,3,0,4,0,0,0,0,0,3,3630,2946,6578,223,177,403,69,0,71,28,0,25,31,6,42,76,25,104,554,207,756,4695,3407,8103
214021380,47,30,73,26,33,60,0,0,4,0,3,3,3,4,6,3831,3507,7339,187,232,419,66,3,67,13,0,14,28,17,46,23,14,35,91,113,205,4312,3950,8262
214021381,101,43,144,18,19,37,0,0,0,0,4,4,4,3,3,3111,2637,5745,137,165,307,39,0,39,8,0,8,15,3,16,27,23,48,41,57,97,3511,2951,6459
214021382,44,14,55,25,17,34,0,0,0,0,0,0,4,0,4,3285,2806,6092,168,166,335,61,0,61,15,3,19,30,3,32,29,11,40,48,39,82,3697,3066,6758
214021383,12,11,23,28,11,35,0,4,6,8,5,11,0,3,4,2566,2037,4599,126,166,287,73,3,78,8,0,6,17,3,20,21,18,41,62,53,115,2922,2308,5236
214021384,9,5,14,27,20,48,0,3,3,0,0,5,0,5,7,2880,2489,5366,191,183,375,69,0,74,11,3,14,27,9,28,22,9,30,54,86,135,3292,2807,6099
214021385,42,26,66,13,13,26,3,0,3,0,0,0,6,3,4,3624,3267,6889,220,168,392,147,0,151,19,0,19,12,11,18,25,14,38,90,63,149,4199,3555,7754
215011386,0,0,4,3,0,3,0,0,0,0,0,0,3,0,7,1198,1052,2249,128,106,232,17,0,17,5,0,10,25,0,26,4,3,14,91,80,174,1484,1254,2740
215011387,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,391,331,723,22,19,43,23,3,20,3,0,3,0,0,0,12,0,14,70,40,104,521,395,913
215011388,0,0,0,21,16,38,4,0,8,0,0,4,4,5,10,2772,2478,5255,180,189,366,47,0,47,16,8,24,55,17,72,35,4,37,185,160,347,3324,2885,6204
215011389,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,576,473,1053,26,34,57,12,0,16,0,0,0,3,0,7,19,4,26,64,31,91,713,539,1256
215011390,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,912,770,1682,56,56,114,30,5,31,6,3,7,14,3,17,40,9,49,171,116,289,1232,962,2196
215011391,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,466,401,873,36,40,72,26,4,28,3,0,4,4,0,4,21,9,31,53,50,103,610,507,1115
215011392,3,0,5,7,9,14,0,0,0,0,0,0,0,0,0,1235,1024,2252,84,86,166,31,0,31,9,0,9,18,3,23,14,9,26,96,86,181,1496,1218,2712
215011393,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,368,303,673,7,19,24,12,0,12,3,0,6,3,0,3,24,4,23,54,41,90,476,372,848
215011394,0,0,0,6,4,11,0,0,3,0,0,0,0,0,0,828,692,1519,37,47,87,19,0,20,4,0,9,19,6,23,41,5,47,128,91,219,1088,851,1940
215021395,0,0,0,10,5,9,3,0,3,0,0,0,0,0,0,1283,1094,2384,64,64,129,38,0,38,18,0,16,13,0,12,21,7,25,45,27,75,1484,1200,2692
215021396,0,0,0,10,5,15,0,0,0,0,0,0,3,0,3,749,666,1409,44,59,104,21,0,21,8,0,5,0,0,3,9,3,10,39,19,59,888,751,1640
215021398,0,0,0,15,0,20,0,0,0,0,0,0,0,0,0,576,430,1007,36,41,77,23,0,23,9,3,12,5,0,4,33,12,40,88,73,156,781,560,1342
215021399,0,0,0,9,14,23,0,0,0,0,0,0,0,0,0,926,773,1703,74,86,158,22,0,22,4,0,4,6,0,11,9,6,8,49,25,78,1103,902,2001
215021469,4,0,3,23,12,30,0,0,0,0,0,5,5,4,16,2592,2350,4943,259,280,538,23,3,30,31,0,28,55,20,74,18,14,36,160,164,327,3170,2852,6025
215021470,0,0,0,7,10,18,0,0,0,0,0,0,4,0,5,2307,2192,4505,178,222,397,27,0,29,15,3,17,19,4,25,23,4,31,71,75,148,2662,2517,5174
215031400,0,0,4,3,0,4,0,0,0,0,0,0,0,0,4,793,603,1395,37,41,77,36,3,33,5,0,5,14,5,23,44,5,52,138,151,297,1077,814,1892
215031401,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,943,764,1711,46,38,81,37,0,37,38,3,41,12,8,15,22,3,25,99,77,179,1198,897,2095
215031402,0,0,0,3,0,7,0,0,0,0,0,0,0,0,3,567,445,1008,32,44,78,13,0,13,3,0,3,12,5,15,7,8,12,49,57,98,674,556,1233
215031403,0,0,0,6,7,17,0,0,0,0,0,0,0,0,0,446,278,727,61,66,130,3,0,3,3,0,3,0,3,3,10,3,7,63,45,105,596,406,1002
215031404,0,0,0,0,3,3,0,0,0,0,0,0,7,3,13,1834,1460,3296,125,119,244,22,0,22,6,3,12,44,10,57,15,10,23,132,171,301,2184,1784,3963
215031405,0,0,3,6,7,16,0,0,0,0,0,0,0,0,0,991,739,1731,65,60,119,22,0,22,8,0,8,0,0,0,17,3,23,80,71,147,1192,881,2070
216011406,3,0,3,8,10,17,0,0,0,0,0,0,7,8,14,2401,2205,4604,156,158,315,49,5,58,19,0,21,36,15,49,21,10,26,120,144,266,2814,2560,5368
216011407,0,0,0,6,3,8,0,0,0,0,0,0,0,0,0,1697,1349,3049,69,80,151,31,3,27,40,6,44,32,11,46,14,4,17,129,121,251,2009,1584,3592
216011408,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,584,507,1091,23,26,51,21,0,21,19,7,30,0,0,0,11,3,11,54,38,90,723,581,1303
216011409,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,550,448,995,30,28,59,24,0,24,13,3,13,13,4,17,9,4,18,40,34,71,685,520,1208
