SA2_MAINCODE_2016,Train_M,Train_F,Train_O,Bus_M,Bus_F,Bus_O,Ferry_M,Ferry_F,Ferry_O,Tram_M,Tram_F,Tram_O,Taxi_M,Taxi_F,Taxi_O,Car_Driver_M,Car_Driver_F,Car_Driver_O,Car_Pass_M,Car_Pass_F,Car_Pass_O,Truck_M,Truck_F,Truck_O,Mbike_M,Mbike_F,Mbike_O,Bike_M,Bike_F,Bike_O,Other_M,Other_F,Other_O,Walk_M,Walk_F,Walk_O
212031305,210,203,1,56,82,-1,0,0,0,0,0,0,17,4,-2,4649,2867,7,333,370,5,89,3,7,29,0,0,15,3,0,54,11,4,45,41,-7
212031306,311,291,5,14,17,0,0,0,0,3,3,-1,13,3,-1,2876,1972,0,146,210,5,56,4,-4,16,0,2,3,3,-1,20,8,-2,13,32,0
212031308,13,13,-1,5,4,-2,0,0,0,0,0,0,0,0,3,1541,1286,-3,68,63,2,79,4,3,9,0,4,3,0,0,14,3,-1,30,30,4
212031457,105,94,8,25,24,0,0,0,0,0,0,0,3,0,0,2646,2116,-4,165,195,-2,50,3,-1,11,0,0,5,3,4,22,13,4,16,24,-4
212031458,154,129,1,23,38,3,0,0,3,0,0,0,13,3,-4,3163,2339,0,178,216,2,66,0,5,16,0,0,7,0,0,20,13,0,15,20,1
212041309,206,164,-4,48,41,0,0,0,0,0,0,0,6,3,1,1965,1464,-2,94,198,5,33,0,0,7,0,0,30,0,3,19,8,-2,26,28,-3
212041310,386,311,-5,40,60,-6,0,0,0,0,3,0,19,4,-2,1982,1204,3,101,193,4,27,0,0,12,0,0,16,9,-3,22,9,4,52,53,5
212041311,351,248,1,185,189,1,3,0,5,0,0,0,23,15,-4,5067,1985,3,365,325,-4,92,0,4,18,0,-2,34,0,3,60,22,-2,120,143,2
212041312,161,131,-1,66,80,-3,0,0,0,0,3,0,13,6,-2,3903,2560,-2,196,239,4,66,0,0,18,3,-3,17,3,0,31,11,2,16,38,0
212041313,82,56,3,22,33,-1,0,0,0,0,0,0,3,0,0,1993,1656,1,81,145,-7,28,0,7,20,0,0,17,8,-4,18,10,-6,51,35,-4
212041314,289,254,8,52,69,5,0,0,0,0,0,3,10,3,1,4824,3641,-4,241,433,-6,81,3,-3,14,0,2,26,3,-5,38,19,2,42,47,-5
212041316,60,69,-3,15,27,3,0,0,0,0,0,0,5,0,5,1277,897,3,64,84,-1,25,0,0,7,0,0,8,0,0,17,3,1,13,14,-5
212041317,359,359,-2,83,104,5,0,0,0,3,0,2,32,4,0,3258,1756,-2,183,338,-1,71,0,-1,18,0,-2,30,4,-2,43,18,2,94,88,3
212041318,106,126,1,38,45,3,0,0,0,0,0,3,4,7,-5,2111,1476,-1,158,209,4,43,0,4,4,0,1,9,0,2,18,5,-1,21,24,-3
212041459,292,294,3,37,45,-7,0,0,0,3,3,-1,13,9,1,2235,1224,-7,104,166,-6,26,3,4,9,0,0,13,4,0,25,8,1,33,16,2
212041460,343,288,4,31,43,2,0,0,0,3,0,0,9,6,-1,2888,1817,1,187,262,0,42,0,-2,12,0,0,6,3,1,36,13,-6,26,48,3
212051319,485,433,-2,58,76,1,0,0,0,11,16,1,12,7,2,2776,2307,0,121,215,-2,25,0,0,39,0,-1,71,15,-2,26,11,5,72,59,2
212051320,505,330,1,105,194,2,0,0,0,10,3,-3,16,11,-3,2371,1478,-4,116,210,-1,23,0,0,22,5,-1,71,15,2,33,10,-4,348,312,1
212051321,442,296,-1,71,79,-4,6,0,0,7,5,0,8,3,5,2981,2422,-2,153,251,-3,22,0,0,20,0,0,43,3,-3,39,20,0,77,88,-5
212051322,479,339,0,65,91,-2,0,0,0,7,0,1,6,3,3,2772,2254,-4,125,236,1,19,0,0,23,0,4,34,8,-4,22,11,1,88,114,5
212051323,382,313,8,28,49,-1,0,0,0,7,10,-3,3,8,-2,2289,1942,4,95,176,-5,18,0,0,11,0,7,53,7,-6,16,11,-4,39,46,-1
212051324,493,357,3,58,66,7,3,0,0,4,0,5,3,3,1,2761,2282,0,117,185,-2,31,0,0,22,0,5,65,20,-2,20,15,-1,58,69,5
212051325,190,149,1,43,82,-3,0,0,0,3,0,0,16,0,-2,3477,2704,3,132,209,-1,57,0,-3,21,3,-3,19,4,-1,23,15,2,41,38,-3
212051326,651,576,-2,94,136,1,4,0,0,3,0,0,14,9,-8,3273,2533,-1,150,228,-4,48,3,-2,36,0,1,83,17,1,36,13,2,112,117,6
212051327,192,127,-8,38,48,0,3,0,0,3,3,-1,7,4,-4,3223,2748,0,109,241,4,40,0,0,15,0,0,31,6,2,28,13,0,37,41,-1
213011328,241,223,-5,13,21,4,0,0,0,0,0,0,6,3,0,1231,645,-2,95,70,0,18,0,0,16,0,0,17,3,-2,6,0,5,15,18,0
213011329,134,179,-4,13,15,-3,0,0,0,0,0,0,10,0,2,1746,1199,0,89,170,-1,27,0,0,7,0,0,7,0,0,13,12,-7,16,15,1
213011330,314,368,-3,47,61,5,0,3,0,0,12,-2,24,9,2,4468,2882,0,239,382,-4,78,0,3,18,4,2,19,3,-2,44,17,-3,37,40,5
213011331,89,126,-2,11,19,-8,0,0,0,0,0,0,8,0,5,1454,1032,0,82,136,2,26,0,5,3,0,2,8,0,-4,8,5,5,3,7,0
213011332,166,140,0,12,10,0,0,0,0,0,5,0,14,5,0,2371,1795,-1,126,183,1,48,3,-2,16,0,1,13,3,0,18,13,0,21,23,0
213011333,109,140,-1,21,18,6,4,0,-1,0,0,0,8,0,2,2090,1312,3,120,173,-4,34,0,0,8,0,2,3,3,-2,19,0,7,7,20,-1
213011334,356,399,5,23,25,-1,0,0,0,0,5,-1,14,9,-3,2782,1570,2,198,242,-2,57,0,0,11,0,-2,10,4,-2,34,11,2,36,36,3
213011335,365,440,-6,19,41,1,0,0,0,0,3,0,31,0,2,2419,1300,-6,175,206,-6,37,0,0,11,0,0,11,0,4,30,8,3,31,50,-6
213011336,291,268,-5,45,55,4,0,0,0,0,0,0,23,3,-4,1482,814,-5,73,110,4,13,0,0,15,0,3,29,11,0,15,11,-2,33,57,-8
213011337,104,119,0,44,55,-4,0,0,0,4,4,-2,8,3,3,1783,1104,-4,94,186,6,28,3,-2,17,0,0,13,6,-3,15,10,-2,33,26,-3
213011338,205,240,3,27,48,-2,0,0,0,3,5,-2,8,4,3,2887,1696,5,185,261,-3,34,3,-2,16,0,4,28,7,2,17,8,-1,33,40,-2
213011339,305,351,3,18,15,0,0,0,0,0,6,-3,8,0,4,2145,1451,4,112,137,-1,39,0,-4,13,4,-4,4,0,2,14,9,3,20,32,-5
213011340,261,268,0,14,17,-3,3,0,0,0,0,3,10,0,4,3699,2865,-3,165,225,3,54,0,2,12,0,0,24,4,-5,25,9,-2,16,39,4
213021341,376,423,1,18,28,0,0,0,0,0,0,0,6,6,0,2039,1580,0,88,116,0,27,0,1,24,3,-2,50,6,1,23,13,-8,57,62,0
213021342,334,319,6,34,39,4,0,0,0,4,0,0,7,3,-1,3386,2544,0,157,212,3,43,3,1,29,3,2,34,10,1,22,20,-1,24,39,5
213021343,98,131,0,70,86,3,0,0,0,0,4,-1,9,3,3,2203,1428,3,105,134,2,38,0,-4,33,5,-3,42,6,-1,15,6,2,41,38,5
213021344,693,725,-6,21,17,2,3,4,-3,0,4,-1,11,6,0,2835,2379,7,120,177,-5,28,0,0,66,3,1,198,42,-4,27,11,7,59,62,-1
213021345,74,80,6,3,7,3,0,0,0,0,0,0,4,0,-1,909,691,0,46,51,4,14,0,6,11,0,0,4,4,1,13,0,2,8,6,2
213021346,505,493,-4,17,10,2,0,0,3,0,6,-2,13,3,-1,2253,1952,-2,77,156,5,12,0,0,21,4,3,126,40,-1,23,17,1,99,137,-2
213031347,212,233,-6,126,182,3,0,0,0,11,7,1,10,3,4,2819,1782,0,156,249,1,33,0,3,51,7,0,72,22,1,29,12,-3,64,71,3
213031348,913,798,-2,119,156,0,3,4,0,19,37,-2,21,6,3,1937,1191,-1,91,175,-4,13,0,0,61,11,1,198,99,-3,21,9,0,177,215,3
213031349,118,156,-3,18,23,5,0,0,0,97,160,3,3,6,0,2258,1650,8,82,219,-1,16,0,0,39,5,-4,76,21,5,24,15,2,56,75,8
213031350,506,497,4,19,28,-2,0,0,0,3,3,0,4,7,-3,1227,1059,-7,40,90,8,11,0,0,21,4,4,165,66,-2,16,4,1,89,91,-1
213031351,447,407,6,97,128,-2,3,0,0,4,6,-2,14,3,0,1647,1136,-1,72,134,-3,18,0,0,39,11,4,153,37,3,11,10,4,58,76,-4
213031352,721,770,-2,16,30,6,4,0,-1,3,6,0,22,6,-5,2117,1857,2,92,160,-3,13,3,0,51,6,5,193,53,0,21,16,3,116,127,0
213041353,188,216,5,9,26,-3,0,0,0,3,0,0,3,0,2,3562,2890,3,192,218,-1,100,5,-5,18,0,2,14,0,0,29,7,1,86,72,5
213041355,273,266,3,15,29,-1,3,0,0,3,3,0,11,7,0,4072,3168,-2,204,284,-3,93,0,0,24,0,0,3,0,0,25,15,9,28,21,-1
213041356,109,144,2,17,24,4,0,0,0,0,3,0,0,0,7,3110,2265,-8,210,184,4,90,4,2,19,3,0,10,8,-3,26,11,0,52,57,-1
213041357,286,286,-7,25,26,2,0,0,0,0,3,0,7,6,-1,3880,2735,-2,225,250,-2,74,3,2,17,0,0,10,0,-3,30,19,-7,30,51,-4
213041358,155,174,-2,13,32,3,4,0,0,0,0,0,3,0,1,3075,2375,0,204,198,-6,65,0,0,14,3,4,8,0,-1,25,14,-4,33,35,-1
213041359,3,11,7,0,4,0,0,0,0,0,0,0,0,0,0,282,188,-1,18,23,1,24,0,0,3,0,0,0,0,0,0,3,1,15,7,-2
213041360,240,319,6,31,17,-5,0,0,3,0,3,0,18,0,0,3545,2514,1,169,239,3,63,0,5,16,0,0,0,11,-4,34,21,-1,24,21,-1
213041461,41,45,-8,10,18,4,0,0,0,0,0,0,9,0,4,840,588,-3,28,64,2,17,0,5,3,0,4,0,0,0,6,3,5,5,3,1
213041462,103,86,0,6,10,1,0,0,0,0,3,-3,4,0,2,1089,777,0,46,87,5,19,0,0,3,0,0,0,0,3,12,4,1,10,7,-1
213041463,202,218,1,32,51,-5,0,0,4,0,4,0,13,0,-1,3725,2820,-3,164,274,-1,54,0,0,21,0,0,12,9,-4,31,13,-1,24,35,0
213051361,232,220,-2,20,27,-3,0,0,0,0,0,0,11,0,1,3668,2614,-1,224,299,5,75,0,0,22,0,0,24,6,2,33,14,-1,34,41,1
213051362,322,299,5,14,34,2,3,0,0,8,0,-4,13,10,-2,3155,2242,-3,202,226,3,50,0,0,28,0,2,34,4,-3,25,9,-3,40,88,-3
213051363,388,323,-1,21,14,0,0,0,0,0,0,0,11,9,-5,1410,765,-7,116,142,-5,14,0,0,20,0,0,14,3,-3,17,15,-1,28,22,-6
213051365,740,607,-2,27,67,3,0,0,0,3,12,-6,57,7,7,6019,3842,0,292,442,3,105,0,0,40,0,0,18,6,-6,82,28,0,59,52,-1
213051366,580,483,7,18,26,1,0,0,0,4,8,-5,35,4,3,4066,2116,4,193,315,4,47,0,0,31,0,-1,20,0,0,46,22,-5,31,21,2
213051368,156,160,2,11,15,2,3,0,0,0,0,4,3,3,0,1975,1463,1,109,130,1,34,0,0,19,0,-3,14,0,0,16,10,4,77,66,2
213051369,538,409,-1,39,61,-8,0,0,0,3,3,-3,16,3,2,3898,2771,-3,189,256,5,50,0,0,26,5,-1,14,3,-5,30,22,-2,31,45,1
213051464,186,187,-2,9,13,1,4,0,0,0,4,-1,6,3,1,2272,1464,-3,115,197,1,25,0,-1,21,4,-3,25,0,-5,17,14,-1,19,9,6
213051465,453,411,0,20,23,-1,0,0,0,0,3,1,12,0,-2,3981,2801,4,193,370,6,42,3,3,47,0,2,40,4,6,43,15,5,48,66,1
213051466,327,276,3,21,17,-3,0,0,3,3,0,0,10,0,0,2426,1587,2,118,250,-7,20,0,0,38,0,0,16,8,-2,30,17,-7,32,27,-5
213051467,306,285,-3,32,44,4,0,0,0,0,0,0,13,8,2,3129,2132,-6,196,239,1,54,0,0,16,4,-2,24,6,-4,23,16,4,38,51,1
213051468,155,161,2,10,22,4,3,0,-3,0,3,0,3,3,-3,2301,1673,6,135,117,1,48,0,1,14,5,0,9,3,-1,11,3,4,15,23,-6
214011370,84,80,-3,49,62,2,3,3,3,0,0,0,3,6,1,4123,3338,-4,251,218,-7,54,3,2,32,8,0,17,0,2,29,9,2,37,55,3
214011371,182,128,3,64,82,-4,0,0,0,0,0,0,10,9,1,3661,3157,0,222,228,2,54,3,-3,28,3,4,42,17,-1,25,12,7,138,163,5
214011372,96,69,1,62,77,2,4,0,0,3,0,0,5,3,2,2913,2317,-1,201,179,-2,52,0,-3,34,3,5,30,5,1,24,6,4,57,54,-3
214011373,120,72,-1,30,14,1,0,0,0,0,0,3,7,6,-3,3323,2921,-7,171,219,0,45,0,0,18,0,0,13,0,0,33,14,-8,46,43,-1
214011374,83,69,-7,33,37,5,0,0,4,0,0,3,3,3,0,5064,4378,1,295,253,-1,144,10,-2,32,0,-1,14,9,-3,33,12,3,50,55,8
214011375,204,188,-4,35,25,2,0,0,0,3,0,0,0,0,0,2888,2416,-4,129,140,-4,47,0,0,26,5,-1,31,6,-5,21,14,-1,33,51,1
214011376,79,74,2,17,21,1,0,0,0,0,0,0,3,3,3,2813,2292,-1,122,158,-2,36,0,0,23,0,0,8,0,4,21,6,6,14,27,-1
214021377,9,10,3,15,7,7,0,0,0,0,0,0,3,0,0,1829,1503,-1,64,96,7,42,0,-2,7,0,0,9,0,-2,12,19,0,27,42,0
214021378,14,0,0,6,3,-1,0,0,0,3,0,1,0,0,0,829,619,-6,29,39,7,15,0,0,4,0,0,0,0,0,15,6,-6,82,44,0
214021379,28,12,0,52,34,1,3,0,1,0,0,0,0,0,3,3630,2946,2,223,177,3,69,0,2,28,0,-3,31,6,5,76,25,3,554,207,-5
214021380,47,30,-4,26,33,1,0,0,4,0,3,0,3,4,-1,3831,3507,1,187,232,0,66,3,-2,13,0,1,28,17,1,23,14,-2,91,113,1
214021381,101,43,0,18,19,0,0,0,0,0,4,0,4,3,-4,3111,2637,-3,137,165,5,39,0,0,8,0,0,15,3,-2,27,23,-2,41,57,-1
214021382,44,14,-3,25,17,-8,0,0,0,0,0,0,4,0,0,3285,2806,1,168,166,1,61,0,0,15,3,1,30,3,-1,29,11,0,48,39,-5
214021383,12,11,0,28,11,-4,0,4,2,8,5,-2,0,3,1,2566,2037,-4,126,166,-5,73,3,2,8,0,-2,17,3,0,21,18,2,62,53,0
214021384,9,5,0,27,20,1,0,3,0,0,0,5,0,5,2,2880,2489,-3,191,183,1,69,0,5,11,3,0,27,9,-8,22,9,-1,54,86,-5
214021385,42,26,-2,13,13,0,3,0,0,0,0,0,6,3,-5,3624,3267,-2,220,168,4,147,0,4,19,0,0,12,11,-5,25,14,-1,90,63,-4
215011386,0,0,4,3,0,0,0,0,0,0,0,0,3,0,4,1198,1052,-1,128,106,-2,17,0,0,5,0,5,25,0,1,4,3,7,91,80,3
215011387,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,391,331,1,22,19,2,23,3,-6,3,0,0,0,0,0,12,0,2,70,40,-6
215011388,0,0,0,21,16,1,4,0,4,0,0,4,4,5,1,2772,2478,5,180,189,-3,47,0,0,16,8,0,55,17,0,35,4,-2,185,160,2
215011389,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,576,473,4,26,34,-3,12,0,4,0,0,0,3,0,4,19,4,3,64,31,-4
215011390,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,912,770,0,56,56,2,30,5,-4,6,3,-2,14,3,0,40,9,0,171,116,2
215011391,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,466,401,6,36,40,-4,26,4,-2,3,0,1,4,0,0,21,9,1,53,50,0
215011392,3,0,2,7,9,-2,0,0,0,0,0,0,0,0,0,1235,1024,-7,84,86,-4,31,0,0,9,0,0,18,3,2,14,9,3,96,86,-1
215011393,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,368,303,2,7,19,-2,12,0,0,3,0,3,3,0,0,24,4,-5,54,41,-5
215011394,0,0,0,6,4,1,0,0,3,0,0,0,0,0,0,828,692,-1,37,47,3,19,0,1,4,0,5,19,6,-2,41,5,1,128,91,0
215021395,0,0,0,10,5,-6,3,0,0,0,0,0,0,0,0,1283,1094,7,64,64,1,38,0,0,18,0,-2,13,0,-1,21,7,-3,45,27,3
215021396,0,0,0,10,5,0,0,0,0,0,0,0,3,0,0,749,666,-6,44,59,1,21,0,0,8,0,-3,0,0,3,9,3,-2,39,19,1
215021398,0,0,0,15,0,5,0,0,0,0,0,0,0,0,0,576,430,1,36,41,0,23,0,0,9,3,0,5,0,-1,33,12,-5,88,73,-5
215021399,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0,926,773,4,74,86,-2,22,0,0,4,0,0,6,0,5,9,6,-7,49,25,4
215021469,4,0,-1,23,12,-5,0,0,0,0,0,5,5,4,7,2592,2350,1,259,280,-1,23,3,4,31,0,-3,55,20,-1,18,14,4,160,164,3
215021470,0,0,0,7,10,1,0,0,0,0,0,0,4,0,1,2307,2192,6,178,222,-3,27,0,2,15,3,-1,19,4,2,23,4,4,71,75,2
215031400,0,0,4,3,0,1,0,0,0,0,0,0,0,0,4,793,603,-1,37,41,-1,36,3,-6,5,0,0,14,5,4,44,5,3,138,151,8
215031401,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,943,764,4,46,38,-3,37,0,0,38,3,0,12,8,-5,22,3,0,99,77,3
215031402,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,567,445,-4,32,44,2,13,0,0,3,0,0,12,5,-2,7,8,-3,49,57,-8
215031403,0,0,0,6,7,4,0,0,0,0,0,0,0,0,0,446,278,3,61,66,3,3,0,0,3,0,0,0,3,0,10,3,-6,63,45,-3
215031404,0,0,0,0,3,0,0,0,0,0,0,0,7,3,3,1834,1460,2,125,119,0,22,0,0,6,3,3,44,10,3,15,10,-2,132,171,-2
215031405,0,0,3,6,7,3,0,0,0,0,0,0,0,0,0,991,739,1,65,60,-6,22,0,0,8,0,0,0,0,0,17,3,3,80,71,-4
216011406,3,0,0,8,10,-1,0,0,0,0,0,0,7,8,-1,2401,2205,-2,156,158,1,49,5,4,19,0,2,36,15,-2,21,10,-5,120,144,2
216011407,0,0,0,6,3,-1,0,0,0,0,0,0,0,0,0,1697,1349,3,69,80,2,31,3,-7,40,6,-2,32,11,3,14,4,-1,129,121,1
216011408,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,584,507,0,23,26,2,21,0,0,19,7,4,0,0,0,11,3,-3,54,38,-2
216011409,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,550,448,-3,30,28,1,24,0,0,13,3,-3,13,4,0,9,4,5,40,34,-3
216011410,3,0,0,3,4,-4,0,0,0,0,0,0,0,0,0,533,418,-4,40,18,0,19,0,1,18,4,-4,3,0,6,22,4,4,66,38,-2
216021411,0,0,0,3,4,-3,0,0,0,0,0,0,3,4,-4,925,700,0,62,58,0,8,4,-1,4,0,-1,21,6,1,3,8,3,57,65,-2
216021412,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,386,340,0,17,18,3,16,0,0,6,0,0,0,3,0,13,8,-4,36,11,2
216021413,3,0,0,12,8,-2,0,0,0,0,0,0,0,0,0,1768,1548,1,110,115,6,59,3,-2,47,10,3,30,6,7,26,20,2,168,158,4
216021414,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1037,896,-2,74,62,-3,24,0,0,3,0,0,28,8,3,9,5,1,55,52,1
216031415,0,0,0,3,4,2,0,0,0,0,0,0,3,3,3,1249,1149,-2,93,100,4,12,0,4,19,0,-3,8,6,-1,3,0,6,21,20,2
216031416,3,0,2,22,19,-5,0,0,0,0,0,0,5,6,6,3146,2634,2,210,296,4,36,0,0,16,0,-1,76,32,2,30,15,-4,196,217,-5
216031417,3,3,2,13,14,9,0,0,0,0,0,0,6,11,0,3788,3098,-7,236,376,2,48,0,-2,21,3,4,40,9,1,38,12,-1,128,93,0
216031418,0,0,0,3,3,-1,0,0,0,0,0,0,0,0,0,685,600,-6,39,44,-3,27,0,0,8,0,2,3,0,4,8,0,5,49,28,-2
216031419,3,4,6,3,0,0,0,0,0,0,0,0,4,4,-1,1507,1311,5,76,91,0,49,0,-3,41,3,-1,32,0,6,20,8,1,134,87,-1
217011420,0,0,3,8,8,2,0,0,0,0,0,0,0,0,0,1276,1113,-4,70,71,1,68,0,-3,24,6,0,6,0,0,21,5,2,107,97,-1
217011421,0,0,0,7,7,-8,0,0,0,0,3,1,6,7,-2,1641,1426,0,98,119,-7,35,0,1,5,3,0,16,3,1,18,13,-2,132,123,-1
217011422,0,0,0,12,3,-3,0,0,0,0,0,0,11,10,-5,1716,1367,5,97,111,8,23,0,2,10,0,0,32,3,2,25,11,-5,71,88,0
217011423,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,776,720,-3,37,23,1,25,0,0,14,7,1,5,3,1,35,11,-3,144,75,2
217031471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,422,-2,25,21,1,19,0,0,4,0,3,6,0,2,13,3,-4,51,52,-2
217031472,3,4,2,4,3,2,0,0,3,0,0,0,6,8,-6,2086,1729,-5,139,141,-5,26,0,0,12,0,0,58,16,-2,16,4,0,138,125,3
217031473,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,896,709,-6,35,56,0,27,0,0,23,6,-4,6,0,2,16,3,0,70,39,6
217031474,0,5,2,4,4,0,0,0,0,0,0,0,0,0,0,725,618,4,45,34,-4,30,3,5,11,8,-5,6,0,0,21,5,2,88,53,4
217031475,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,956,792,7,54,48,1,30,0,5,51,15,3,14,8,0,39,14,-1,175,133,0
217031476,0,0,3,9,7,-4,0,0,0,0,0,0,0,0,0,441,378,-1,27,39,-5,19,0,0,7,3,-4,15,5,0,11,6,0,85,85,-2
217041477,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,944,791,2,52,46,-3,42,3,-1,35,3,-2,0,4,4,31,13,0,144,70,1
217041478,4,0,0,8,6,-1,0,0,0,0,0,0,0,0,0,1474,1286,-2,54,86,-6,51,0,0,26,3,1,21,5,2,31,8,1,107,87,2
217041479,0,0,3,22,14,3,0,0,0,4,0,0,14,7,-4,3792,3379,-9,320,329,3,58,0,0,24,0,4,54,13,5,21,9,6,147,124,-1
217041480,3,0,0,20,12,-2,0,0,0,0,4,-1,10,7,0,2044,1901,3,184,201,3,29,0,0,21,4,-1,58,19,-6,26,11,2,229,171,-3
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
299999499,60,36,5,22,18,2,0,0,0,39,49,-3,10,3,-3,582,275,2,70,59,-3,17,0,0,14,0,0,17,8,-6,36,16,-2,140,83,4
